Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MA,2020,12,Female,17,Right-Handed,170,25,176,3,Rail (Train/Tram/Subway),70,0.453,80,Dancing,904,893,503,947,535,722,25,Same length,90,78,Index finger,January,Winter,No,No,Other,Water,Science,6,9,4,Yes - broadband connection,In person,30,100,4,30,30,5,0,0,20,20,60+,6,0,5,A lot,Graduate degree,Other,Freeze time,Happy,Relative,"Arts, culture, sports"
USA,MA,2020,6,Female,11,Left-Handed,160,24,160,2,Bus,15,0.63,50,Other,1000,1000,1000,1000,520,800,25,Left foot,76,82,Ring finger,July,Summer,No,No,Seafood,Water,Science,8,8,4,Yes - other,Other,40,75,28,4,10,16,18,8,4,9,7,5,3,6,Some,Graduate degree,Country,Invisibility,Happy,Relative,"Wildlife, animals"
USA,MA,2020,8,Female,13,Left-Handed,160,24,156,1,Car,15,0.433,35,Soccer,749,877,679,957,455,652,24,Same length,68,70,Ring finger,September,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7.5,9,4,Yes - other,In person,50,63,50,10,6,40,60,8,15,10,25,20,0,3,Some,Graduate degree,Pop,Telepathy,Rich,Other,Environment
USA,MA,2020,12,Female,17,Right-Handed,160,23,154,1,Car,45,0.548,47,Golf,1000,900,900,600,500,1000,23,Same length,76,81,Index finger,May,Summer,No,No,Pizza/Pasta,Water,History,8,11,4,Yes - other,In person,20,50,20,2,20,7,1,0,3,1,30,12,0,0,Some,Undergraduate degree,Pop,Telepathy,Happy,Musician or singer,Education/Youth development
USA,MA,2020,12,Female,18,Right-Handed,170,24.13,163.8,1,Car,10,0.364,43,Dancing,476,1000,299,1000,1000,947,25.8,Left foot,75,71,Index finger,February,Summer,No,No,Fruit,Water,Social studies,5,6,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,100,12,4,14,3,6,0,6,15,28,3,2,0,Some,Graduate degree,Country,Invisibility,Happy,Relative,International aid
USA,MA,2020,5,Female,11,Right-Handed,142.24,20,139.5,3,Bus,25,0.425,42,Basketball,802,1000,636,626,412,658,11,Same length,45,45,Same length,May,Spring,Yes,No,Salads,Water,Art,7,4,3,Yes - other,Cell phone,0,20,0,3,2,7,3,4,14,45,50,20,7,0,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Sports person,"Wildlife, animals"
USA,MA,2020,8,Female,14,Left-Handed,157.48,22,154,1,Car,2,1.687,47,Swimming,749,449,37,59,11,497,14,Right foot,50,60,Ring finger,May,Fall,No,No,Fruit,Coffee,Other,6,11,10,Yes - other,"Myspace, Facebook, other social networking sites, or blog",34,47,12,20,15,22,14,11,23,22,20,3,2,5,A lot,Some college,Rap/Hip hop,Fly,Happy,Relative,International aid
USA,MA,2020,11,Female,15,Right-Handed,153.2,23.5,159.4,1,Car,15,0.384,36,Martial Arts,390,465,545,636,765,957,23.5,Same length,86,90,Ring finger,July,Spring,No,No,Other,Water,Mathematics and statistics,5,10.5,4,Yes - broadband connection,In person,13,30,35,10,30,20,3,4,3,6,5,2,3,4,A lot,Undergraduate degree,Pop,Super strength,Rich,Relative,Health
USA,MA,2020,6,Female,12,Ambidextrous,152,20,152,2,Car,15,0.52,53,Martial Arts,950,875,600,550,1000,1000,23,Left foot,64,69,Ring finger,December,Summer,Yes,No,No favorite,Coffee,Physical education,9,8,2,Yes - broadband connection,Text messaging,96,142,35,65,42,7,50,70,40,75,100,1,4,21,Some,Graduate degree,Heavy metal,Telepathy,Happy,Relative,Other
USA,MA,2020,12,Male,17,Right-Handed,177.8,27,180,1,Car,7,0.405,40,Hockey (Ice),1000,500,500,250,0,0,26,Right foot,80,90,Same length,April,Summer,Yes,No,Pizza/Pasta,Water,Physical education,7,10,2,Yes - broadband connection,Text messaging,20,30,20,7,5,5,5,5,5,5,3,4,2,2,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,International aid
USA,MA,2020,5,Male,10,Right-Handed,139.7,20.3,117,1,Car,10,0.441,56,Basketball,412,144,861,1000,807,1000,20.3,Same length,76,76,Same length,June,Winter,No,No,Pizza/Pasta,Juice,Physical education,12,13,6,Yes - other,Other,50,60,3,1,5,2,5,15,1,0,5,4,0,0,Some,Some college,Rap/Hip hop,Super strength,Rich,Sports person,"Arts, culture, sports"
USA,MA,2020,12,Female,18,Right-Handed,177,25,169,2,Car,30,0.483,39,Swimming,1000,500,750,1000,500,500,26,Left foot,40,41,Ring finger,August,Summer,No,No,Pizza/Pasta,Water,History,7,9,4,Yes - broadband connection,Cell phone,30,40,15,6,15,3,2,0,4,2,10,2,0,1,A lot,Graduate degree,Pop,Telepathy,Rich,Friend,Environment
USA,MA,2020,6,Male,11,Right-Handed,167.6,22.86,162.5,1,Car,45,0.523,57,Basketball,1000,1000,1000,500,0,500,22.86,Same length,85,80,Index finger,May,Summer,No,No,Meat,Juice,Social studies,6,4,5,Yes - broadband connection,Internet chat or instant messaging,13,17,5,1,2,2,2,5,1,1,2,1,1,2,Some,Some college,Rap/Hip hop,Freeze time,Healthy,Sports person,Environment
USA,MA,2020,12,Female,17,Right-Handed,162.56,23.5,159.2,1,Car,45,0.564,54,Walking/Hiking,1000,1000,500,500,0,0,23.5,Same length,85,85,Same length,June,Summer,No,No,Fruit,Water,Science,6,7,5,Yes - broadband connection,In person,10,3,1,0,20,5,5,0,5,1,0,0,30,1,A lot,Graduate degree,Pop,Invisibility,Happy,Doctor or nurse,"Wildlife, animals"
USA,MA,2020,7,Female,13,Right-Handed,158,22.5,150,1,Car,8,0.893,50,Hockey (Field),100,500,50,50,1000,500,22.5,Same length,75,80,Ring finger,January,Summer,Yes,No,No favorite,Juice,Physical education,9,11,3,Yes - broadband connection,Text messaging,3,5,5,1,10,15,8,0,5,1,5,8,0,1,Some,Undergraduate degree,Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,MA,2020,7,Female,13,Right-Handed,160,22,157.5,3,Car,20,0.286,45,Gymnastics,332,337,380,1000,540,561,21,Right foot,55,80,Index finger,February,Summer,Yes,No,Fruit,Water,Physical education,7,6,3,Yes - other,Cell phone,5,8,0,10,15,2,0,9,6,7,6,6,0,24,A lot,Graduate degree,Other,Telepathy,Happy,Musician or singer,Environment
USA,MA,2020,8,Female,13.5,Right-Handed,157.4,24.1,155.5,1,Car,12,0.412,56,Other,1000,690,508,502,200,695,24,Right foot,76.2,76.5,Ring finger,July,Summer,Yes,No,Desserts,Water,Physical education,8,9,6,Yes - broadband connection,Text messaging,50,65,32,12,5,24,27,8,10,5,15,10,7,10,Some,Graduate degree,Country,Invisibility,Rich,Relative,"Wildlife, animals"
USA,MA,2020,8,Female,14,Left-Handed,155.6,21.59,157.5,1,Car,10,0.466,44,Baseball/Softball,1000,999.9,500,999,900,1000,21.84,Left foot,76.2,70.04,Index finger,April,Summer,No,No,Meat,Water,Science,8,13,3,Yes - other,Text messaging,35,30,5,14,5,14,10,2,14,6,14,19,6,5,Some,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Other
USA,MA,2020,7,Male,13,Right-Handed,168,25,163,1,Bus,5,0.449,45,Football (American),0,508,310,310,519,513,25,Same length,80,80,Ring finger,August,Spring,No,No,Pizza/Pasta,Milk,History,6,4,5,Yes - dial-up connection,Cell phone,150,200,18,5,5,2,4,3,7,10,5,7,22,4,A lot,Undergraduate degree,Pop,Super strength,Rich,Relative,Health
USA,MA,2020,5,Female,10,Right-Handed,152.4,22,154.9,2,Bus,18,1.895,40,Dancing,"1,000","1,000",893,535,75,48,23,Same length,70,80,Ring finger,July,Summer,No,No,Pizza/Pasta,Juice,Physical education,10,10,4,Yes - other,In person,0,0,5,7,12,6,4,0,0,0,4,3,0,6,Some,Graduate degree,Other,Telepathy,Healthy,Other,Health
USA,MA,2020,6,Male,12,Right-Handed,142,22.86,150,2,Car,5,0.404,33,Basketball,872,1000,834,540,273,364,22.86,Same length,76.2,76.2,Same length,November,Fall,Yes,No,Pizza/Pasta,Milk,Science,7,5,5,Yes - broadband connection,Text messaging,17,11,0,6,4,7,5,7,6,4,9,4,0,4,Some,Graduate degree,Rap/Hip hop,Invisibility,Famous,Sports person,"Wildlife, animals"
USA,MA,2020,5,Female,11,Right-Handed,142,22,131,1,Car,15,0.706,73,Dancing,500,2,600,600,100,200,21,Same length,80,80,Same length,March,Spring,No,No,Desserts,Water,English,8,10,2,Yes - other,In person,0,0,5,1,30,10,6,2,0,0,3,8,0,4,Some,Graduate degree,Pop,Telepathy,Healthy,Friend,Health
USA,MA,2020,12,Male,17,Right-Handed,178,28,185,1,Car,10,0.59,70,Tennis,1000,1000,500,500,700,1000,28,Same length,101,101,Same length,October,Fall,Yes,No,Pizza/Pasta,Water,Computers and technology,7,12,3,Yes - broadband connection,Text messaging,20,25,50,10,30,10,3,20,0,1,10,5,2,1,Some,Some college,Other,Telepathy,Rich,Other,Environment
USA,MA,2020,12,Male,17,Right-Handed,178,26,176,1,Car,10,0.332,49,Basketball,100,500,50,50,1000,500,25,Right foot,182,184,Ring finger,June,Summer,Yes,No,Meat,Water,Physical education,7,11,4,Yes - other,Text messaging,50,51,10,2,0,2,14,1,7,13,21,21,10,0,None,Graduate degree,Other,Freeze time,Happy,Sports person,Education/Youth development
USA,MA,2020,5,Male,11,Left-Handed,132,20.32,132,1,Car,10,0.512,51,Golf,478,500,1000,875,1000,1000,20.32,Same length,63,57,Index finger,February,Summer,Yes,No,Poultry,Soft drink (caffeinated),Physical education,9,9,3,Yes - broadband connection,Cell phone,14,14,0,20,15,7,9,70,0,1,70,3,0,0,A lot,Some college,Rap/Hip hop,Fly,Happy,Religious figure,Other
USA,MA,2020,5,Male,11,Right-Handed,157.48,23,153,1,Car,20,0.048,42,Basketball,1000,856,775,1000,861,861,25,Left foot,85,85,Same length,April,Spring,No,No,Seafood,Milk,Science,10,10,3,Yes - other,Cell phone,0,0,0,1,12,6,1,35,0,0,23,21,2,1,Very little,Some college,Pop,Fly,Rich,Relative,"Wildlife, animals"
USA,MA,2020,12,Female,17,Right-Handed,170,24,170,2,Car,7,0.479,35,Other,1000,750,1000,500,500,750,23,Right foot,78,78,Same length,April,Spring,Yes,No,Pizza/Pasta,Coffee,History,6.5,8.5,4,Yes - broadband connection,Text messaging,75,100,35,1,8,6,2,0,14,2,17,12,16,1,Some,Graduate degree,Pop,Fly,Happy,Relative,Environment
USA,MA,2020,12,Female,17,Right-Handed,163,24,161,1,Car,11,0.568,57,Cycling,930,701,658,721,598,674,24,Same length,71,71,Same length,July,Spring,No,No,Meat,Other,Art,7,9,2,Yes - broadband connection,Text messaging,30,28,7,5,8,9,1,2,1,14,35,10,0,4,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Friend,Environment
USA,MA,2020,8,Male,15,Right-Handed,177.8,24.1,172,1,Car,3,0.36,50,Walking/Hiking,134,219,21,754,834,1000,24.1,Same length,90,93,Ring finger,December,Fall,No,No,Meat,Milk,Science,6,9,3,Yes - broadband connection,Text messaging,30,60,42,10,9,5,1,11,21,10,50,7,0,5,A lot,Graduate degree,Other,Freeze time,Happy,Musician or singer,Health
USA,MA,2020,12,Female,17,Right-Handed,159,22,150,3,Bus,35,0.313,44,Dancing,1000,1000,1000,1000,1000,1000,22,Same length,120,115,Index finger,October,Fall,No,No,Other,Water,Art,7,9,2,Yes - other,Text messaging,50,50,4,5,48,3,0,10,72,112,115,1,0,2,A lot,Undergraduate degree,Rhythm and blues (R&B),Freeze time,Happy,Friend,International aid
USA,MA,2020,12,Female,17,Right-Handed,152.7,22.27,155,2,Car,30,0.757,34,Baseball/Softball,900,700,1000,900,300,500,20.32,Right foot,68,81,Ring finger,August,Summer,No,No,Seafood,Coffee,History,7,10,4,Yes - other,Text messaging,150,300,25,5,7,4,10,0,15,10,15,10,20,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Actor,International aid
USA,MA,2020,12,Female,18,Right-Handed,165.1,15.24,150,1,Bus,60,0.737,81,Soccer,800,800,600,600,1000,1000,24,Same length,98,98,Same length,April,Spring,Yes,No,Seafood,Juice,History,5,5,5,Yes - other,Text messaging,150,200,18,5,5,2,4,3,7,10,5,7,22,12,Some,High school,Rap/Hip hop,Fly,Happy,Relative,"Arts, culture, sports"
